id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
525231,Guesthouse in Austin · ★4.89 · 2 bedrooms · 2 beds · 1 bath,2507231,Kris,78757,30.34024,-97.73739,Entire home/apt,124,2,114,2023-07-11,132
528338,Rental unit in Austin · ★4.90 · 1 bedroom · 2 beds · 1 bath,2595932,Amber,78704,30.2619,-97.76328,Entire home/apt,99,3,530,2023-08-13,12
530483,Home in Austin · ★4.54 · 2 bedrooms · 2 beds · 2 baths,359112,Sara,78722,30.29288,-97.71964,Entire home/apt,325,28,16,2022-12-03,83
540377,Home in Austin · ★5.0 · 3 bedrooms · 4 beds · 2 baths,989596,John,78704,30.24852,-97.74502,Entire home/apt,255,3,7,2020-03-21,0
542124,Home in Austin · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,2457470,Sharon,78702,30.27514,-97.71954,Private room,105,2,54,2023-04-30,354
560094,Home in Austin · ★4.88 · 4 bedrooms · 3 beds · 3 baths,4335991,Karen,78704,30.2478,-97.786,Entire home/apt,450,2,90,2023-04-30,298
563735,Home in Austin · 1 bedroom · 1 bed · 1 bath,2771838,Pamela,78704,30.25289,-97.79371,Private room,55,30,1,2013-10-07,365
587572,Condo in Austin · ★4.78 · 1 bedroom · 1 bed · 1 bath,7976770,Andrew,78704,30.24546,-97.76627,Entire home/apt,100,2,193,2022-12-17,160
592958,Home in Austin · ★4.91 · 3 bedrooms · 4 beds · 1.5 baths,2927288,Tracy,78704,30.24373,-97.75394,Entire home/apt,286,2,92,2023-09-04,10
602877,Condo in Austin · ★3.75 · 1 bedroom · 1 bed · 1 bath,1280071,Alexis,78757,30.35992,-97.7331,Entire home/apt,85,30,5,2019-08-31,310
603084,Home in Austin · ★4.77 · 3 bedrooms · 3 beds · 2 baths,1282837,Joseph,78745,30.20451,-97.7971,Entire home/apt,191,30,96,2023-08-04,136
607536,Home in Austin · ★4.87 · 2 bedrooms · 2 beds · 1.5 baths,2546033,Adam,78723,30.30308,-97.67689,Private room,111,2,146,2023-05-30,338
609427,Guesthouse in Austin · ★4.83 · 1 bedroom · 1 bed · 1 bath,10615,Simon,78704,30.24492,-97.76119,Entire home/apt,110,30,62,2023-08-19,117
609618,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 2 baths,2989106,Janet,78722,30.29991,-97.71398,Private room,70,2,28,2019-12-09,0
622495,Condo in Austin · ★4.93 · 1 bedroom · 2 beds · 1 bath,12409,Flip,78705,30.28714,-97.75258,Entire home/apt,50,10,41,2023-08-09,244
628034,Bungalow in Austin · ★4.91 · 2 bedrooms · 2 beds · 2 baths,2436512,Crystal,78702,30.27191,-97.71989,Entire home/apt,166,1,670,2023-08-27,251
632659,Guesthouse in Austin · ★4.98 · 2 bedrooms · 2 beds · 1 bath,3147504,Michelle,78722,30.28273,-97.71702,Entire home/apt,187,2,435,2023-09-04,109
637480,Rental unit in Austin · ★4.80 · 1 bedroom · 1 bed · 1 bath,3179679,Jaz,78703,30.27808,-97.75098,Entire home/apt,190,3,11,2019-10-14,0
644051,Home in Austin · ★4.92 · 4 bedrooms · 6 beds · 2 baths,3222157,Tracey,78704,30.25084,-97.73897,Entire home/apt,786,2,37,2022-06-22,357
649833,Home in Austin · 2 bedrooms · 2 beds · 1.5 baths,3262147,Perry,78701,30.27508,-97.75095,Entire home/apt,899,3,1,2013-03-13,365
660425,Guest suite in Austin · ★4.91 · 2 bedrooms · 2 beds · 1 bath,3333277,Gisela,78704,30.25278,-97.77303,Entire home/apt,175,2,171,2023-04-02,130
662226,Home in Austin · ★4.96 · 2 bedrooms · 2 beds · 1 bath,543367,Mary,78757,30.33529,-97.72924,Entire home/apt,160,30,25,2023-07-02,209
662245,Condo in Austin · 2 bedrooms · 2 beds · 2 baths,3343870,Brandon,78703,30.26869,-97.75165,Entire home/apt,493,5,2,2014-03-13,0
664013,Home in Austin · ★4.83 · 1 bedroom · 1 bed · 1 private bath,265070,Lata,78733,30.34998,-97.85608,Private room,82,2,193,2023-07-29,155
666423,Home in Austin · ★4.93 · 3 bedrooms · 3 beds · 1 bath,2350380,Nessa,78704,30.24831,-97.77864,Entire home/apt,375,2,16,2022-10-24,353
666768,Cabin in Austin · ★4.90 · 1 bedroom · 1 bed,2350380,Nessa,78704,30.24747,-97.77826,Private room,100,2,10,2023-05-06,353
668239,Home in Austin · ★4.90 · 3 bedrooms · 3 beds · 1 bath,3382193,Ayann & Sebastian,78704,30.24389,-97.76607,Entire home/apt,467,3,116,2022-03-27,0
668301,Guesthouse in Austin · ★4.91 · 2 bedrooms · 2 beds · 2 baths,2885190,John & Carol,78704,30.24706,-97.75664,Entire home/apt,300,2,177,2023-06-19,20
669469,Rental unit in Austin · ★4.63 · 1 bedroom · 1 bed · 1 bath,3389824,Raquel + Jacob,78701,30.27089,-97.74113,Entire home/apt,821,1,349,2020-05-24,0
676107,Home in Austin · ★4.93 · 1 bedroom · 1 bed · 1 private bath,3434065,Leia & Keri,78748,30.15374,-97.80159,Private room,66,1,253,2020-03-13,0
676959,Guest suite in Austin · ★4.88 · 1 bedroom · 1 bed · 1 private bath,3434065,Leia & Keri,78748,30.15391,-97.80261,Private room,49,1,417,2020-02-16,1
685361,Home in Austin · ★4.89 · 4 bedrooms · 7 beds · 3.5 baths,3495665,Laura,78703,30.2803,-97.75612,Entire home/apt,1011,2,37,2022-10-09,348
685451,Campsite in Austin · ★4.90 · 1 bed · 1 bath,1568741,Jim O',78745,30.21038,-97.76873,Entire home/apt,24,2,43,2023-07-10,365
686463,Home in Austin · ★5.0 · 4 bedrooms · 3 beds · 2 baths,2157243,Sean,78704,30.25505,-97.77267,Entire home/apt,1000,2,12,2018-03-19,364
687675,Home in Austin · ★4.70 · 3 bedrooms · 3 beds · 2 baths,3509782,Meaghan,78731,30.3513,-97.76011,Entire home/apt,275,2,67,2020-02-28,0
692220,Home in Austin · ★4.68 · 1 bedroom · 2 beds · 1 bath,3539325,Garret,78704,30.23537,-97.75171,Entire home/apt,65,30,64,2022-09-30,253
693890,Rental unit in Austin · 2 bedrooms · 2 beds · 1 bath,3547591,Alana,78704,30.24313,-97.74225,Entire home/apt,545,2,0,,0
698373,Rental unit in Austin · 3 bedrooms · 3 beds · 2 baths,3579720,Ryan,78704,30.25689,-97.74658,Private room,250,3,0,,0
699018,Home in Austin · ★4.61 · 3 bedrooms · 4 beds · 1 bath,3584580,Katherine,78731,30.31268,-97.75381,Entire home/apt,148,3,62,2023-04-30,158
699485,Home in Austin · 1 bedroom · 1 bed · 1.5 baths,3587826,David,78745,30.19411,-97.78186,Entire home/apt,400,1,0,,0
701300,Home in Austin · 3 bedrooms · 3 beds · 3 baths,3598921,David,78759,30.37102,-97.74446,Entire home/apt,1250,2,0,,0
701392,Home in Austin · ★4.92 · 3 bedrooms · 3 beds · 2 baths,2207307,Elizabeth & Mike,78705,30.2991,-97.74167,Entire home/apt,228,2,142,2020-03-11,0
702474,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,3605974,Courtney,78704,30.2307,-97.76556,Private room,300,1,0,,0
702825,Home in Austin · ★4.91 · 3 bedrooms · 3 beds · 2 baths,3608356,Larry,78704,30.23573,-97.76233,Entire home/apt,250,3,254,2023-08-20,267
704589,Condo in Austin · ★4.96 · 1 bedroom · 1 bed · 1 bath,3619116,Amy,78741,30.24618,-97.72823,Entire home/apt,263,2,49,2023-05-14,353
704738,Home in Austin · ★4.86 · 4 bedrooms · 5 beds · 3 baths,2548002,Trent,78704,30.25803,-97.76974,Entire home/apt,325,30,16,2023-07-30,181
705858,Home in Austin · ★4.97 · 1 bedroom · 1 bed · 1 bath,3626574,Bill,78704,30.24654,-97.74713,Entire home/apt,193,1,866,2023-08-26,293
710276,Home in Austin · ★5.0 · 1 bedroom · 2 beds · 1 bath,1208231,Nadia,78704,30.24187,-97.77914,Entire home/apt,233,5,5,2016-03-07,0
711149,Home in Austin · 3 bedrooms · 4 beds,3659932,Ken,78734,30.3999,-97.91374,Entire home/apt,1100,1,0,,363
714922,Home in Austin · ★4.91 · 2 bedrooms · 2 beds · 1 bath,3295530,Susan,78704,30.24103,-97.76325,Entire home/apt,89,30,92,2023-06-22,119
716119,Guest suite in Austin · ★4.88 · 1 bedroom · 1 bed · 1 bath,3600437,Jake,78754,30.33652,-97.65128,Entire home/apt,149,1,265,2022-02-27,0
719298,Home in Austin · 4 bedrooms · 5 beds · 2.5 baths,2989155,Louis,78702,30.26715,-97.72527,Entire home/apt,850,4,0,,0
720315,Condo in Austin · ★4.95 · 1 bedroom · 1 bed · 1 bath,393905,David,78741,30.24538,-97.72945,Entire home/apt,200,2,129,2023-08-21,219
720369,Townhouse in Austin · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,3718168,Caren,78723,30.29409,-97.704,Entire home/apt,250,2,83,2023-03-19,121
723950,Bungalow in Austin · ★4.80 · 3 bedrooms · 3 beds · 2 baths,3742380,Paola,78702,30.25267,-97.72465,Entire home/apt,131,4,102,2023-07-31,286
726770,Home in Austin · ★4.90 · 1 bedroom · 1 bed · 1 private bath,1345415,Melissa,78722,30.30148,-97.71339,Private room,57,30,21,2022-10-22,83
727593,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,3769789,Chris,78746,30.29727,-97.7892,Entire home/apt,5343,360,7,2015-03-19,363
727662,Bungalow in Austin · ★4.83 · 2 bedrooms · 2 beds · 1 bath,1192714,Lisa,78704,30.24039,-97.74363,Entire home/apt,263,7,48,2020-02-29,0
728728,Home in Austin · ★4.92 · 1 bedroom · 1 bed · 1 bath,3781862,Victoria,78744,30.19554,-97.69451,Private room,33,30,51,2022-10-07,343
729271,Home in Austin · ★4.71 · 2 bedrooms · 2 beds · 2 baths,3787052,Carol,78704,30.238,-97.76486,Entire home/apt,700,4,8,2018-03-13,0
731024,Home in Austin · ★4.97 · 3 bedrooms · 3 beds · 2 baths,1735494,Steph And Joey,78702,30.25275,-97.72917,Entire home/apt,500,3,32,2023-02-28,332
733203,Home in Austin · ★4.96 · 5 bedrooms · 8 beds · 2 baths,3820555,Justin&Becca,78702,30.27221,-97.72846,Entire home/apt,657,2,300,2023-08-21,345
735592,Guest suite in Austin · ★4.92 · 1 bedroom · 4 beds · 1 bath,263280,Cristen,78737,30.22242,-97.91042,Entire home/apt,200,2,39,2023-09-04,347
735659,Home in Austin · 4 bedrooms · 4 beds · 3.5 baths,3837842,Catherine,78738,30.32518,-97.97659,Entire home/apt,1200,3,0,,0
735775,Home in Austin · 3 bedrooms · 2 beds · 2 baths,3005855,Tami,78745,30.18722,-97.78813,Entire home/apt,375,3,0,,0
736279,Home in Austin · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,3842544,Laura,78759,30.41276,-97.72443,Private room,70,30,19,2023-03-10,237
742593,Bungalow in Austin · ★4.97 · 4 bedrooms · 4 beds · 2 baths,2862517,Robert,78751,30.31197,-97.72955,Entire home/apt,271,3,143,2023-07-29,74
743362,Home in Austin · ★4.71 · 3 bedrooms · 3 beds · 2 baths,3893968,Scott,78744,30.19538,-97.69632,Entire home/apt,110,3,28,2023-06-04,21
746317,Home in Austin · ★4.89 · 2 bedrooms · 3 beds · 1.5 baths,1840480,Scott & Sally,78704,30.25909,-97.77017,Entire home/apt,201,4,91,2023-08-04,174
747499,Home in Austin · ★4.95 · 2 bedrooms · 2 beds · 1 bath,3924382,Phillip,78703,30.28026,-97.75703,Entire home/apt,250,3,106,2023-04-05,312
750935,Home in Austin · ★4.74 · 2 bedrooms · 3 beds · 1 bath,3948329,James,78702,30.2702,-97.72862,Entire home/apt,700,2,39,2023-03-16,250
751847,Home in Austin · ★4.94 · 4 bedrooms · 4 beds · 2 baths,487072,Greg & Amanda,78757,30.36084,-97.72593,Entire home/apt,320,45,142,2023-08-05,343
760036,Loft in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,4005799,Gabe,78701,30.26836,-97.74724,Entire home/apt,195,14,6,2023-06-01,274
761955,Home in Austin · ★5.0 · 4 bedrooms · 4 beds · 4 baths,11762795,Mandi,78704,30.24852,-97.78277,Entire home/apt,1000,3,7,2017-03-13,365
762400,Home in Austin · ★4.91 · 4 bedrooms · 7 beds · 3 baths,1795217,Stan,78703,30.27805,-97.75752,Entire home/apt,685,2,147,2021-12-22,314
763084,Home in Austin · 5 bedrooms · 5 beds · 4 baths,4022974,Mary K.,78703,30.29624,-97.77349,Entire home/apt,1999,3,1,2014-03-11,365
765117,Home in Austin · 1 bedroom · 1 bed · 1 bath,4033615,Karen,78745,30.21366,-97.81559,Private room,106,1,0,,0
765450,Cabin in Austin · ★4.99 · 2 bedrooms · 4 beds · 1 bath,4035868,Carolyn,78756,30.32255,-97.73869,Entire home/apt,265,1,154,2023-09-03,249
771437,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,4070275,Daniel,78745,30.22437,-97.78495,Private room,100,1,7,2017-10-22,0
775192,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,2438977,David,78741,30.23746,-97.7099,Private room,265,1,2,2013-03-18,0
776649,Home in Austin · ★4.91 · 4 bedrooms · 8 beds · 3 baths,1101753,John & Tina,78704,30.24369,-97.74169,Entire home/apt,3000,2,59,2019-08-04,0
781716,Home in Austin · ★4.73 · 2 bedrooms · 5 beds · 1 bath,880571,Angel,78704,30.24293,-97.76155,Entire home/apt,171,3,358,2021-08-15,68
785963,Home in Austin · ★4.85 · 2 bedrooms · 3 beds · 2 baths,4143759,Katy & Rick,78704,30.24784,-97.76318,Entire home/apt,279,2,101,2023-09-04,342
789994,Condo in Austin · 1 bedroom · 1 bed · 2.5 shared baths,4162906,Edward &Quot;Jack&Quot;,78752,30.32713,-97.68127,Private room,125,1,0,,0
799135,Rental unit in Austin · ★4.33 · 2 bedrooms · 3 beds · 1 bath,2227467,Agnies,78704,30.2359,-97.76422,Entire home/apt,199,90,3,2016-02-28,179
801521,Loft in Austin · ★4.93 · Studio · 3 beds · 1 bath,4218754,Jana,78704,30.23457,-97.7615,Entire home/apt,91,2,215,2023-09-04,114
811086,Home in Austin · ★4.57 · 3 bedrooms · 3 beds · 1 bath,419707,Julia,78701,30.27485,-97.7486,Entire home/apt,260,1,7,2019-04-28,0
813709,Guesthouse in Austin · ★4.93 · 1 bedroom · 1 bed · 1 bath,578211,Pete,78751,30.30263,-97.7293,Entire home/apt,102,20,61,2023-08-13,344
814908,Home in Austin · ★4.73 · 8 bedrooms · 10 beds · 4.5 baths,2762526,Moya,78704,30.25551,-97.7741,Entire home/apt,1034,3,90,2023-08-14,221
825940,Home in Austin · ★4.98 · 1 bedroom · 1 bed · 1 private bath,3922483,Max,78704,30.2402,-97.77623,Private room,74,3,52,2023-06-15,65
826750,Home in Austin · ★4.73 · 5 bedrooms · 6 beds · 2.5 baths,3584580,Katherine,78726,30.44262,-97.82678,Entire home/apt,234,3,53,2023-06-19,153
839470,Home in Austin · 1 bedroom · 2 beds · 1 bath,889533,Sandra,78704,30.24565,-97.77877,Private room,60,1,0,,0
846780,Home in Austin · ★4.96 · 2 bedrooms · 2 beds · 1 bath,4421865,Tina,78704,30.25222,-97.7704,Entire home/apt,171,3,226,2023-08-13,311
850518,Bungalow in Austin · ★4.95 · 2 bedrooms · 3 beds · 1 bath,3354999,Mollie,78702,30.26379,-97.72015,Entire home/apt,191,2,124,2023-07-03,0
860402,Condo in Austin · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,4506424,Abigail,78701,30.26986,-97.7485,Entire home/apt,130,30,9,2021-10-26,321
867806,Guesthouse in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,245617,Peter,78756,30.33229,-97.74462,Entire home/apt,75,30,5,2022-11-30,266
870943,Rental unit in Austin · ★4.86 · 1 bedroom · 1 bed · 1 bath,2791060,Neal,78704,30.24997,-97.77983,Entire home/apt,99,30,22,2023-08-17,58
878464,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,4160337,Amenity,78702,30.27787,-97.71919,Entire home/apt,500,2,3,2019-03-14,0
879070,Bungalow in Austin · ★4.93 · 1 bedroom · 2 beds · 1 shared bath,582827,Troy,78731,30.32095,-97.75126,Private room,98,30,167,2020-03-08,177
883802,Home in Austin · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,880571,Angel,78702,30.27188,-97.72466,Private room,76,2,413,2023-08-05,74
883970,Rental unit in Austin · ★5.0 · 1 bedroom · 2 beds · 1 bath,4681431,Susan,78704,30.24563,-97.7484,Entire home/apt,160,2,35,2023-07-10,282
890163,Bungalow in Austin · ★4.92 · 1 bedroom · 2 beds · 1 bath,4725234,Roman,78702,30.25233,-97.72403,Entire home/apt,103,2,304,2023-08-28,61
890680,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,3757314,Kathy,78704,30.25259,-97.78249,Entire home/apt,446,2,4,2017-05-21,365
893624,Home in Austin · ★4.67 · 1 bedroom · 1 bed · 1 private bath,4753546,Paprika,78704,30.24539,-97.7478,Private room,137,3,27,2022-03-17,71
893630,Home in Austin · ★4.85 · 3 bedrooms · 3 beds · 2 baths,4753546,Paprika,78702,30.25264,-97.72013,Entire home/apt,90,14,87,2023-05-29,115
894743,Home in Austin · ★4.73 · 1 bedroom · 1 bed · 1 bath,3539325,Garret,78704,30.23419,-97.75288,Entire home/apt,48,30,52,2022-11-19,252
895352,Home in Austin · ★5.0 · 4 bedrooms · 8 beds · 3 baths,3701946,Kristin,78702,30.28209,-97.70628,Entire home/apt,600,3,6,2018-03-14,0
900420,Home in Austin · 3 bedrooms · 3 beds · 2 baths,4808690,Leigh,78723,30.2917,-97.70521,Entire home/apt,775,5,0,,0
904354,Villa in Austin · ★4.79 · 5 bedrooms · 7 beds · 3 baths,1772568,David,78702,30.25878,-97.7233,Entire home/apt,921,2,260,2023-08-13,339
910250,Rental unit in Austin · ★4.84 · 1 bedroom · 2 beds · 1 bath,4882441,Valentina,78704,30.26227,-97.76355,Entire home/apt,115,3,86,2023-06-08,305
915150,Bungalow in Austin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,4912454,Ishrat,78702,30.26582,-97.71609,Entire home/apt,300,7,11,2019-09-09,192
916900,Home in Austin · 2 bedrooms · 2 beds · 1.5 baths,1752578,Kerstin,78702,30.25526,-97.73167,Entire home/apt,425,3,2,2013-03-18,0
917823,Home in Austin · ★4.96 · 1 bedroom · 2 beds · 1 bath,4918228,Kevin,78757,30.3614,-97.71967,Entire home/apt,50,2,149,2022-09-07,0
917932,Rental unit in Austin · ★4.73 · 3 bedrooms · 3 beds · 2 baths,4929310,Ryan,78701,30.26584,-97.73999,Entire home/apt,397,1,292,2023-08-27,305
918204,Home in Austin · ★4.63 · 3 bedrooms · 3 beds · 1 bath,4094761,Laura,78704,30.23656,-97.77935,Entire home/apt,125,2,382,2023-08-24,336
918617,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,4933902,Lauren & Andrew,78753,30.39562,-97.66868,Private room,164,1,0,,0
923894,Home in Austin · ★5.0 · 3 bedrooms · 4 beds · 2 baths,3178090,Michael,78702,30.25419,-97.70856,Entire home/apt,450,3,6,2016-03-23,0
925943,Rental unit in Austin · 2 bedrooms · 1 bed · 2 baths,4981882,Jim,78753,30.37784,-97.68606,Entire home/apt,400,1,0,,0
925980,Rental unit in Austin · 1 bedroom · 2 beds · 1 bath,3175045,Ryan,78749,30.22547,-97.86482,Private room,5021,3,2,2016-08-30,0
929974,Townhouse in Austin · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,5008436,Susie,78704,30.23581,-97.78312,Private room,77,2,10,2021-01-31,321
931667,Rental unit in Austin · ★4.83 · 1 bedroom · 1 bed · 1 bath,3084105,Terry,78704,30.24605,-97.74351,Entire home/apt,300,2,6,2015-03-22,0
932231,Home in Austin · ★4.97 · 1 bedroom · 1 bed · 1 bath,1335409,Eric,78703,30.27887,-97.75649,Entire home/apt,280,3,66,2023-08-07,312
933868,Home in Austin · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,1977547,Katherine,78704,30.24285,-97.7388,Entire home/apt,200,30,9,2023-06-15,301
934471,Home in Austin · ★5.0 · 1 bedroom · 2 beds · 1 private bath,5041228,Andrea,78701,30.27438,-97.74925,Private room,148,2,3,2017-03-13,0
935855,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 3 baths,5047533,Amanda,78704,30.24889,-97.76185,Entire home/apt,325,2,6,2022-06-19,0
936349,Home in Austin · ★4.85 · 1 bedroom · 1 bed · 1 private bath,2121044,J,78729,30.45601,-97.7552,Private room,74,2,41,2017-09-04,363
937157,Townhouse in Austin · ★4.89 · 3 bedrooms · 3 beds · 2.5 baths,5059228,Haley And Raul,78741,30.24509,-97.73328,Entire home/apt,152,30,100,2023-05-26,244
939240,Guesthouse in Austin · ★4.87 · 1 bedroom · 1 bed · 1 bath,336136,Michael,78751,30.32034,-97.72185,Entire home/apt,165,90,54,2020-03-28,0
942734,Home in Austin · ★5.0 · 2 bedrooms · 3 beds · 1 bath,3536176,David,78703,30.27889,-97.76001,Entire home/apt,1000,1,7,2019-03-14,365
942843,Home in Austin · 3 bedrooms · 3 beds · 2 baths,5099514,Puru,78753,30.38216,-97.67033,Entire home/apt,225,3,1,2013-07-31,358
942883,Condo in Austin · ★4.85 · 1 bedroom · 1 bed · 1 bath,1343838,Guadalupe,78705,30.29738,-97.73494,Entire home/apt,85,30,198,2023-08-22,89
944957,Home in Austin · ★4.71 · 5 bedrooms · 6 beds · 4 baths,175317,Carlo,78746,30.28004,-97.79968,Entire home/apt,398,3,22,2023-07-04,148
946813,Home in Austin · 2 bedrooms · 2 beds · 2 baths,5130794,Rob,78723,30.31371,-97.69227,Entire home/apt,399,5,0,,0
947412,Home in Austin · ★4.78 · 3 bedrooms · 4 beds · 2 baths,4437388,Stacey,78745,30.20196,-97.79572,Entire home/apt,128,2,58,2023-08-27,65
947423,Home in Austin · 1 bedroom · 1 bed · 2 baths,5134988,Ben,78702,30.25977,-97.69713,Private room,250,3,0,,0
949922,Camper/RV in Austin · ★4.89 · 1 bedroom · 1 bed · 1 bath,5152543,Marcella,78723,30.29757,-97.68266,Entire home/apt,75,1,1140,2023-08-24,326
953071,Loft in Austin · ★4.67 · 1 bedroom · 1 bed · 1 bath,5173278,Luis,78702,30.25981,-97.7185,Entire home/apt,114,1,78,2020-02-28,0
954116,Guesthouse in Austin · ★4.88 · 1 bedroom · 1 bed · 1 bath,5181843,Amy,78704,30.2441,-97.73885,Entire home/apt,178,2,239,2023-04-01,256
955612,Home in Austin · ★4.94 · 3 bedrooms · 5 beds · 2.5 baths,5192335,Belinda,78741,30.218309,-97.726532,Entire home/apt,269,2,161,2023-04-16,338
956708,Rental unit in Austin · ★4.91 · 1 bedroom · 1 bed · 1 bath,5176737,Erika,78751,30.30958,-97.72947,Entire home/apt,75,60,13,2023-08-14,150
957282,Home in Austin · ★4.93 · 5 bedrooms · 5 beds · 3.5 baths,5202192,Michele,78704,30.25923,-97.78026,Entire home/apt,1000,3,14,2022-11-26,38
957405,Home in Austin · 1 bedroom · 1 bed,5206723,Jeannette,78746,30.3209,-97.83023,Private room,350,1,0,,0
959270,Home in Austin · ★4.89 · 1 bedroom · 1 bed · 1 bath,5220633,Esteban,78704,30.25575,-97.76767,Entire home/apt,64,1,336,2023-08-24,85
959630,Rental unit in Austin · ★4.98 · 1 bedroom · 1 bed · 1 bath,5215945,John And Melissa,78704,30.25473,-97.76774,Entire home/apt,184,4,176,2023-05-15,281
960315,Home in Austin · ★4.87 · 5 bedrooms · 5 beds · 2 baths,4717260,Tony,78752,30.32398,-97.7161,Entire home/apt,264,2,221,2023-09-03,350
960376,Home in Austin · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,4845892,Willard,78702,30.27298,-97.71074,Private room,49,2,9,2016-10-09,0
961883,Rental unit in Austin · ★4.76 · 1 bedroom · 3 beds · 1 bath,3389824,Raquel + Jacob,78701,30.26977,-97.74297,Entire home/apt,750,1,414,2021-11-28,109
967451,Condo in Austin · ★4.83 · 1 bedroom · 1 bed · 1 bath,5278146,Melanie,78704,30.26269,-97.77509,Entire home/apt,121,2,46,2023-09-05,150
968817,Campsite in Austin · ★4.89 · 16 beds · 2 baths,1568741,Jim O',78745,30.20901,-97.76891,Entire home/apt,24,2,28,2023-05-07,365
968844,Home in Austin · ★4.96 · 2 bedrooms · 2 beds · 2 baths,5289039,Christina,78702,30.254005,-97.726784,Entire home/apt,121,3,131,2023-09-04,70
968883,Cottage in Austin · ★4.64 · 1 bedroom · 1 bed · 1 bath,169512,Charlotte,78704,30.24467,-97.73792,Entire home/apt,178,3,34,2022-06-18,159
974793,Home in Austin · ★4.60 · 2 bedrooms · 2 beds · 2 baths,997756,Christina,78704,30.25659,-97.75431,Entire home/apt,1000,7,10,2022-11-29,362
977492,Bungalow in Austin · ★4.90 · 1 bedroom · 1 bed · 1 bath,4725234,Roman,78702,30.25344,-97.72421,Entire home/apt,80,2,612,2023-09-04,68
977906,Home in Austin · ★4.89 · 1 bedroom · 1 bed · 0 shared baths,5350399,Chris,78705,30.2989,-97.73169,Private room,115,3,9,2022-10-17,362
978089,Home in Austin · 1 bedroom,5352009,Daniel,78722,30.28573,-97.72013,Private room,200,1,1,2013-03-12,0
980785,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,4255546,Matt,78705,30.28408,-97.74417,Private room,350,1,0,,0
981928,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,3052973,Randi,78751,30.311936990144,-97.7096239543287,Entire home/apt,91,2,10,2023-09-04,62
985426,Home in Austin · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,1726785,Sid,78702,30.27498,-97.704,Private room,49,30,29,2023-05-30,365
996332,Home in Austin · ★4.96 · 1 bedroom · 1 bed · 1 private bath,5473957,Susanna,78704,30.25084,-97.75562,Private room,96,2,200,2020-03-09,86
999823,Rental unit in Austin · ★4.94 · 1 bedroom · 2 beds · 1 bath,6386445,Nan,78704,30.24689,-97.75171,Entire home/apt,119,3,355,2023-06-28,29
1001303,Home in Austin · ★4.99 · 3 bedrooms · 3 beds · 2 baths,5467931,Jennifer,78757,30.33664,-97.72655,Entire home/apt,280,2,84,2023-05-29,0
1001673,Home in Austin · ★4.86 · 1 bedroom · 1 bed · 1 private bath,5509090,Ben,78758,30.35706,-97.70871,Private room,80,2,28,2022-12-04,73
1024597,Home in Austin · ★4.84 · 2 bedrooms · 1 bed · 1 shared bath,5641001,Blair,78701,30.27245,-97.74884,Private room,149,3,89,2020-03-10,0
1034604,Home in Austin · ★5.0 · 5 bedrooms · 5 beds · 4 baths,5694515,Suzanne,78704,30.26228,-97.77892,Entire home/apt,1071,2,21,2023-05-07,44
1059128,Home in Austin · ★4.52 · 3 bedrooms · 4 beds · 2 baths,422589,John,78752,30.32983,-97.68575,Entire home/apt,189,2,200,2023-07-30,164
1079379,Home in Austin · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,5894556,Victoria,78704,30.24112,-97.77302,Private room,67,30,66,2017-10-15,162
1109489,Home in Austin · ★4.95 · 1 bedroom · 1 bed · 1 private bath,6090278,Tim,78723,30.30474,-97.69467,Private room,250,1,208,2022-10-24,365
1126920,Home in Austin · ★4.98 · 4 bedrooms · 5 beds · 2 baths,6182474,Ashley,78704,30.24554,-97.75536,Entire home/apt,486,3,307,2023-08-13,315
1135629,Home in Austin · ★4.83 · 4 bedrooms · 4 beds · 3.5 baths,6229799,Yoav,78702,30.25741,-97.73223,Entire home/apt,780,2,6,2022-03-19,328
1143126,Rental unit in Austin · 2 bedrooms · 2 beds · 2 baths,6109200,Adeola,78705,30.29418,-97.7348,Entire home/apt,240,1,0,,0
